
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,629.045654
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-3 (ccx-1 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-4 (ccx-1 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-5 (ccx-1 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-51 (ccx-1 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-52 (ccx-1 die-0 pkg-0),,,,,,,,,,,,,,,,,Core-53 (ccx-1 die-0 pkg-0),,,,,,,,,,,,,,,,,CCX-1(die-0 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.09,1200.30,0.33,3.03,526.61,25.44,5.92,17.29,0.91,3.01,0.42,1.97,0.62,9.03,6.85,1.88,0.29,0.10,1200.72,0.02,56.52,573.17,48.76,20.57,23.74,0.64,62.69,30.46,31.73,0.50,39.88,24.36,13.78,0.14,0.09,1198.56,0.02,65.34,557.51,67.71,21.30,23.15,19.59,18.52,2.85,3.29,12.37,22.67,13.76,2.11,7.21,0.07,1200.79,0.26,3.83,521.50,36.10,12.57,21.30,0.57,13.72,9.46,4.08,0.18,14.22,10.68,2.79,0.39,0.11,1198.54,0.03,37.33,582.66,71.42,35.46,31.40,0.57,20.17,6.47,13.31,0.39,64.99,46.68,16.52,0.18,0.12,1199.20,0.03,35.95,642.42,40.41,20.56,16.41,0.71,41.88,16.57,24.85,0.46,66.16,45.23,19.32,0.25,16.59,4.68,298.63,
0.09,1196.39,0.32,3.12,500.50,27.86,7.98,18.38,0.00,2.28,0.14,2.14,0.00,3.85,1.93,2.07,0.00,0.12,1197.27,0.27,3.72,553.56,53.45,23.07,25.94,0.25,3.22,0.57,2.58,0.07,7.72,5.41,1.88,0.18,0.37,1199.71,0.27,3.64,497.84,55.23,27.40,25.30,0.21,2.03,-0.04,2.03,0.04,8.29,5.93,2.37,0.18,0.08,1196.27,0.31,3.26,489.33,39.38,14.10,23.41,0.00,1.97,0.14,1.83,0.00,2.76,1.79,1.06,0.00,0.09,1199.29,0.33,3.05,549.80,53.03,21.06,27.09,0.36,29.61,11.87,17.59,0.14,41.57,28.56,11.24,0.21,0.11,1198.90,0.37,2.68,500.67,37.59,9.87,25.09,0.50,7.81,4.53,3.13,0.14,13.06,10.01,2.62,0.36,8.31,2.54,307.05,
0.08,1197.91,0.33,3.07,500.36,26.49,6.26,18.58,0.18,2.97,0.55,2.42,0.00,5.81,3.98,1.68,0.18,0.08,1199.07,0.01,72.36,552.53,109.21,38.89,35.56,31.06,53.08,10.82,18.69,23.57,30.55,11.52,9.66,7.49,0.08,1196.28,0.41,2.44,610.10,66.56,23.67,17.95,22.83,18.42,0.64,2.29,15.50,16.77,5.60,3.63,7.33,0.07,1198.47,0.28,3.53,485.19,38.09,12.92,23.60,0.07,2.18,0.15,2.03,0.00,4.19,2.00,2.09,0.07,0.09,1198.73,0.43,2.34,530.87,62.36,26.31,32.84,0.68,40.65,17.90,22.28,0.46,46.93,31.47,13.59,0.21,0.09,1199.44,0.36,2.81,528.50,99.00,34.43,33.83,27.97,39.81,13.33,4.91,21.57,15.79,6.28,2.70,6.41,18.76,6.34,306.25,
0.09,1198.79,0.31,3.27,520.47,48.27,19.82,19.71,6.51,6.89,0.14,2.07,4.69,4.24,0.88,1.51,1.83,0.11,1198.82,0.27,3.67,540.90,67.14,30.80,26.84,5.57,7.75,1.02,2.58,4.15,9.41,5.59,2.01,1.42,0.38,1199.62,0.29,3.48,520.23,56.03,24.27,24.82,3.59,4.86,0.25,2.40,2.21,9.66,5.55,2.78,1.38,0.07,1198.14,0.29,3.41,495.55,39.42,6.97,24.33,5.39,5.85,0.16,2.04,3.65,4.18,0.88,1.54,1.74,0.10,1198.79,0.38,2.65,532.42,55.07,19.37,26.86,4.15,59.67,30.98,26.09,2.59,29.90,19.12,7.46,1.56,0.10,1198.80,0.35,2.84,512.44,49.12,17.38,24.67,4.41,27.85,6.43,18.67,2.75,28.29,15.69,9.80,1.67,13.27,3.21,321.57,
0.09,1200.31,0.31,3.20,548.64,34.03,13.23,17.87,0.39,3.71,1.24,2.37,0.11,4.48,2.52,1.72,0.29,0.10,1199.30,0.35,2.88,552.99,85.80,30.39,35.96,15.66,39.74,10.87,18.47,10.40,31.86,15.19,9.97,5.26,0.07,1201.78,0.01,93.97,526.87,68.06,18.82,23.13,23.79,18.41,1.27,2.33,14.81,19.00,7.27,2.80,8.99,0.07,1201.11,0.25,3.98,537.57,35.28,10.27,21.79,0.00,2.10,0.23,1.87,0.00,3.73,1.80,1.95,0.00,0.09,1198.99,0.24,4.12,547.97,45.01,19.32,22.83,0.25,28.88,12.60,16.18,0.11,49.07,33.89,13.51,0.14,0.10,1198.67,0.02,62.43,542.76,87.07,29.69,31.94,22.49,23.65,5.06,2.92,15.66,16.66,7.08,2.65,6.83,10.62,3.63,295.76,
0.09,1195.83,0.31,3.20,509.57,39.40,10.82,18.44,8.18,8.54,0.37,2.25,5.92,6.88,3.11,1.60,2.26,0.11,1200.25,0.26,3.81,500.78,50.36,17.73,24.60,4.80,7.24,0.84,2.33,4.07,9.54,6.95,1.90,0.74,0.38,1199.64,0.31,3.22,543.38,47.42,16.63,21.67,6.77,7.64,0.20,2.08,5.35,11.45,7.16,3.06,1.42,0.07,1195.62,0.27,3.70,490.60,38.53,8.66,23.65,3.92,5.26,0.18,1.74,3.34,3.84,1.77,1.61,0.58,0.09,1198.02,0.35,2.84,508.25,51.54,17.34,26.35,4.31,26.99,7.08,16.68,3.23,41.76,26.79,12.25,1.08,0.10,1200.77,0.29,3.49,498.05,48.71,16.18,25.65,4.42,11.04,3.85,3.40,3.79,14.06,9.92,3.14,0.63,5.43,1.77,323.04,
1.66,1867.52,0.19,5.23,541.50,45.21,22.44,19.24,0.54,2.49,0.23,2.04,0.21,6.77,4.53,2.04,0.32,1.49,1832.62,0.17,5.77,547.62,52.84,23.12,25.09,0.36,43.81,20.58,23.09,0.14,28.20,18.92,7.58,0.21,1.51,1703.72,0.22,4.53,540.20,77.38,24.52,26.29,22.42,19.16,2.38,3.01,13.77,18.96,7.47,2.83,8.66,1.51,1907.89,0.15,6.80,500.96,35.27,7.17,23.76,0.57,2.01,0.22,1.65,0.14,3.19,1.78,1.25,0.43,1.89,1725.95,0.18,5.53,531.12,53.90,22.84,26.55,0.07,28.40,10.58,17.81,0.00,57.46,41.80,13.38,0.07,1.47,1708.48,0.24,4.17,543.79,51.63,20.40,26.74,0.34,38.68,21.47,16.97,0.24,32.99,24.06,7.70,0.10,34.77,13.74,600.21,
0.05,2908.09,0.23,4.34,514.02,49.46,12.47,18.78,16.63,13.68,0.26,2.25,11.17,9.70,2.37,2.02,5.45,0.08,2948.73,0.21,4.68,528.63,72.18,20.61,23.63,25.24,20.32,1.02,2.31,16.99,16.76,6.13,2.01,8.25,0.36,1486.06,0.28,3.56,499.60,62.27,17.12,25.10,17.72,14.75,0.09,2.11,12.55,13.98,6.23,2.83,5.17,0.04,2906.45,0.20,4.98,492.15,40.02,10.98,23.20,4.23,4.08,0.07,1.99,2.02,4.92,1.77,1.04,2.20,0.06,2929.41,0.28,3.63,512.65,50.93,18.71,24.00,5.41,25.64,6.97,15.18,3.50,41.58,25.28,12.86,1.91,0.09,1439.77,0.38,2.65,504.82,64.55,17.52,25.03,19.78,20.24,3.41,2.91,13.92,20.53,11.32,3.19,5.86,6.07,1.97,603.12,
0.10,1198.54,0.31,3.23,503.68,26.30,7.06,17.95,0.07,2.35,0.28,2.07,0.00,3.95,2.51,1.49,0.07,0.09,1201.18,0.31,3.25,525.86,66.08,14.36,21.35,28.44,46.21,9.40,17.42,19.39,28.55,10.42,8.46,9.05,0.08,1198.76,0.30,3.33,519.95,58.76,15.00,21.91,20.09,14.48,0.02,1.99,12.46,17.12,6.84,2.81,7.63,0.08,1198.46,0.33,2.99,550.08,29.15,9.63,18.14,0.18,1.79,0.11,1.68,0.00,3.85,1.77,2.06,0.18,0.09,1200.53,0.33,3.00,523.42,41.88,14.67,23.39,1.40,21.98,7.60,13.30,1.08,53.92,36.97,15.00,0.33,0.10,1201.03,0.33,3.06,523.22,61.06,12.16,22.37,24.85,23.48,3.81,3.00,16.67,23.01,11.36,3.35,8.18,4.12,1.64,305.34,
0.09,1198.40,0.32,3.12,501.99,27.52,8.20,17.96,0.00,2.32,0.18,2.15,0.00,3.29,1.91,1.53,0.00,0.11,1199.08,0.30,3.28,531.03,41.87,17.41,22.09,0.25,27.13,6.88,20.18,0.07,34.60,20.95,12.23,0.18,0.37,1199.71,0.27,3.67,492.96,63.84,18.32,25.41,17.82,16.61,1.22,2.56,12.82,14.60,6.91,2.90,5.00,0.07,1198.76,0.28,3.58,483.99,36.64,11.77,23.24,0.07,2.01,0.14,1.88,0.00,2.81,1.77,1.06,0.07,0.09,1196.26,0.37,2.72,495.35,45.98,16.08,26.33,0.39,22.54,6.88,15.59,0.07,40.29,26.72,11.88,0.32,0.10,1199.08,0.34,2.90,531.95,36.13,12.00,21.97,0.43,18.59,7.56,10.89,0.14,29.99,21.58,7.57,0.29,4.76,1.64,308.22,
0.09,1199.02,0.32,3.12,500.70,28.85,8.28,18.72,0.43,2.84,0.12,2.51,0.21,10.13,8.10,1.95,0.21,0.08,1196.21,0.01,133.10,497.08,66.40,10.88,24.58,28.94,50.76,10.50,18.91,21.35,28.49,13.18,7.06,7.59,0.08,1199.09,0.01,154.46,493.89,63.05,21.34,24.52,15.18,10.60,0.14,2.79,7.68,16.61,6.34,2.85,7.50,0.07,1198.07,0.31,3.26,481.15,34.15,9.20,23.18,0.31,19.34,13.45,5.79,0.10,17.85,13.40,3.73,0.21,0.09,1199.14,0.45,2.24,500.62,69.45,33.11,32.82,0.99,16.84,4.29,12.00,0.55,63.73,43.25,18.19,0.44,0.10,1196.75,0.52,1.93,594.81,62.65,18.62,18.41,23.90,27.80,4.26,6.33,17.21,41.50,26.50,8.03,6.69,5.96,2.23,317.06,
0.08,1197.93,0.32,3.13,504.00,61.07,11.23,18.32,29.97,19.77,0.09,1.81,17.87,15.21,1.76,1.46,12.10,0.10,1198.37,0.33,3.02,534.34,83.57,31.09,27.70,22.33,42.53,7.96,20.11,14.46,59.56,33.38,17.04,7.87,0.37,1199.59,0.00,446.80,496.21,68.68,17.26,25.29,23.76,20.86,1.92,2.83,16.11,17.57,8.26,2.26,7.65,0.08,1198.55,0.28,3.62,488.21,40.87,9.69,23.73,5.79,5.36,0.02,1.90,3.43,5.53,1.77,1.54,2.36,0.09,1198.85,0.34,2.92,498.98,52.94,18.22,26.23,5.41,27.12,6.57,16.90,3.65,42.09,27.44,11.57,1.76,0.09,1198.61,0.00,342.37,543.36,82.26,33.89,26.63,19.71,26.01,4.51,9.67,11.82,48.83,30.11,10.15,7.89,6.13,1.71,317.47,
