
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,890.624023
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-9 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-10 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-11 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-57 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-58 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-59 (ccx-3 die-1 pkg-0),,,,,,,,,,,,,,,,,CCX-3(die-1 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
100.00,2968.77,2.19,0.46,428.92,34.36,16.77,14.25,3.10,3.87,0.23,1.05,2.59,30.99,15.32,15.00,0.51,0.12,1314.05,0.36,2.78,531.83,66.08,33.62,30.63,0.25,13.13,0.62,12.51,0.00,28.69,20.28,7.31,0.25,0.11,1312.24,0.33,2.99,552.39,78.86,33.82,31.38,11.08,43.52,26.66,7.30,9.56,24.41,16.56,5.30,1.52,0.30,2944.05,0.00,586.65,459.79,165.79,92.98,43.52,24.79,113.01,55.36,39.33,18.32,49.34,39.57,3.41,6.47,0.07,1319.30,0.16,6.24,509.74,42.75,17.48,23.24,0.00,1.72,0.07,1.65,0.00,3.00,0.36,2.33,0.00,0.08,1316.87,0.20,4.92,520.53,69.62,30.98,23.37,12.00,11.75,0.02,1.86,9.88,4.43,0.29,1.86,2.12,1.38,0.73,469.36,
100.00,2971.87,2.10,0.48,427.46,35.29,15.52,16.23,3.27,3.96,0.24,1.05,2.68,30.78,15.08,14.93,0.59,0.09,1331.37,0.35,2.87,532.57,65.77,33.98,29.98,0.11,13.39,0.54,12.85,0.00,28.92,20.96,7.29,0.11,0.09,1331.62,0.01,143.27,545.74,72.64,41.96,28.40,0.07,41.78,33.51,8.27,0.00,16.08,10.56,4.88,0.07,0.39,2952.63,0.00,527.83,437.15,158.74,92.36,39.03,23.35,109.12,53.05,38.50,17.56,47.39,38.33,3.34,5.79,0.07,1330.51,0.20,5.11,504.25,43.58,14.44,27.32,0.00,1.94,0.00,1.94,0.00,2.37,0.63,1.99,0.00,0.09,1317.19,0.01,127.67,570.69,87.81,55.41,29.93,0.00,1.83,0.07,1.77,0.00,1.77,0.49,1.39,0.00,1.38,0.73,469.11,
100.00,2969.23,1.98,0.50,432.71,37.41,16.89,17.14,3.11,3.69,0.25,0.89,2.55,32.88,16.28,15.93,0.56,0.09,1324.32,0.38,2.60,547.04,61.71,34.14,25.98,0.04,13.02,0.53,12.50,0.00,29.26,21.00,7.35,0.04,0.09,1309.06,0.35,2.89,607.15,81.89,41.47,25.76,11.93,25.94,11.03,5.11,9.80,31.12,22.66,5.47,2.13,0.40,2939.59,0.00,532.47,443.34,162.89,98.09,37.95,23.38,102.28,49.60,35.32,17.36,51.98,42.63,3.42,6.03,0.06,1315.12,0.16,6.15,503.47,41.17,18.33,21.12,0.00,1.81,0.09,1.72,0.00,2.91,0.18,2.50,0.00,0.06,1319.11,0.15,6.89,526.07,46.17,20.97,22.28,0.18,2.04,0.09,1.81,0.14,2.34,0.36,1.65,0.04,1.44,0.81,475.37,
100.00,2971.61,1.96,0.51,428.00,36.42,15.66,17.23,3.12,3.92,0.21,1.14,2.57,28.31,18.74,8.87,0.55,0.08,1287.56,0.39,2.55,579.03,59.26,36.30,21.35,0.14,41.13,19.28,21.78,0.07,27.04,19.89,6.22,0.07,0.08,1295.32,0.01,167.86,555.98,91.59,53.46,22.69,13.38,46.47,18.74,17.33,10.40,20.29,11.79,4.85,2.98,0.40,2930.21,0.00,538.67,442.85,152.55,88.71,35.74,24.17,100.14,48.09,33.76,18.29,49.36,40.02,3.76,5.89,0.06,1294.92,0.17,5.77,513.01,40.89,23.68,14.80,0.00,5.12,0.24,4.87,0.00,21.86,16.02,5.08,0.00,0.08,1282.82,0.01,145.25,575.29,91.80,60.21,26.55,2.62,6.96,0.36,4.47,2.12,21.26,16.30,3.76,0.50,1.41,0.77,385.55,
100.00,2968.80,2.18,0.46,428.54,32.42,15.77,13.51,2.84,3.49,0.18,0.92,2.39,27.68,13.06,13.97,0.45,0.11,1318.32,0.35,2.85,572.96,57.55,27.31,28.04,0.14,13.86,1.26,12.60,0.00,29.01,21.47,6.79,0.14,0.10,1317.28,0.02,46.32,563.66,76.46,37.05,24.09,13.03,12.17,0.11,1.92,10.14,5.94,0.00,2.50,2.88,0.26,2948.84,0.00,577.81,462.84,160.13,92.18,38.60,24.68,112.77,57.02,37.15,18.60,41.45,32.72,2.66,6.07,0.07,1318.67,0.19,5.30,514.82,47.17,18.69,25.74,0.00,1.74,0.02,1.72,0.00,2.21,0.02,2.03,0.00,0.09,1318.80,0.01,77.28,507.83,48.79,23.64,21.85,0.74,2.43,0.11,1.72,0.60,1.26,0.00,0.94,0.14,1.31,0.71,469.76,
100.00,2969.14,2.19,0.46,430.91,30.23,14.19,12.94,2.81,3.46,0.19,0.89,2.38,28.75,13.38,14.71,0.43,0.09,1309.39,0.35,2.86,539.42,61.31,33.55,27.21,0.32,14.24,1.15,13.02,0.07,30.65,22.32,7.21,0.25,0.09,1313.75,0.01,171.16,553.19,86.72,47.07,22.79,14.53,13.56,0.11,1.90,11.55,5.47,0.18,1.70,2.98,0.32,2943.79,0.00,592.88,438.96,153.17,87.60,37.04,24.05,115.78,57.98,40.08,17.71,37.92,28.10,2.76,6.34,0.07,1320.92,0.23,4.36,521.74,50.65,25.00,23.08,0.21,2.03,0.02,1.90,0.11,3.30,0.51,2.24,0.11,0.10,1308.15,0.01,123.55,558.58,87.46,56.50,28.16,0.42,2.12,0.13,1.81,0.18,2.13,0.13,1.74,0.25,1.31,0.78,379.98,
100.00,2968.65,2.20,0.45,432.44,30.98,14.82,12.88,3.00,3.82,0.23,1.07,2.52,32.33,15.79,15.88,0.48,0.10,1305.38,0.36,2.80,531.04,67.91,25.38,30.07,10.65,21.27,0.57,12.10,8.60,30.79,20.36,7.36,2.04,0.08,1313.09,0.04,27.87,585.77,57.93,24.20,18.57,13.81,12.13,0.11,1.79,10.23,6.55,0.80,1.70,3.58,0.30,2938.44,0.00,654.16,431.82,153.54,87.05,38.46,24.08,105.91,51.38,36.52,18.02,44.57,35.06,3.18,6.06,0.07,1318.50,0.22,4.62,536.73,51.76,26.03,23.51,0.21,2.21,0.00,2.10,0.11,2.97,0.40,2.01,0.11,0.07,1314.45,0.03,34.89,527.90,73.84,37.50,23.48,10.79,10.61,0.18,1.72,8.71,4.50,0.78,1.79,2.08,1.27,0.77,475.62,
100.00,2968.68,2.07,0.48,427.51,34.80,15.31,16.30,2.98,3.63,0.20,0.92,2.50,27.43,18.25,8.62,0.47,0.09,1323.88,0.34,2.97,514.18,69.36,28.38,27.40,11.17,28.61,2.52,17.11,8.98,36.94,24.54,8.80,2.18,0.08,1313.16,0.01,146.03,529.76,81.17,40.26,24.16,14.32,30.83,4.23,14.57,12.03,28.41,20.07,4.83,2.30,0.37,2945.99,0.00,618.91,431.16,153.03,88.77,36.09,24.53,95.34,45.23,31.86,18.25,54.20,43.89,4.39,6.27,0.06,1324.38,0.22,4.47,505.30,48.84,22.37,23.68,0.63,4.71,0.42,4.01,0.28,23.98,17.57,4.96,0.35,0.08,1327.12,0.01,100.12,526.65,85.37,55.97,26.21,0.73,4.57,0.51,3.57,0.49,22.97,16.03,5.63,0.24,1.28,0.76,524.37,
100.00,2968.98,2.06,0.49,427.83,35.44,15.58,16.62,3.03,4.10,0.20,1.35,2.56,26.11,12.52,12.95,0.47,0.10,1305.62,0.35,2.84,520.32,74.23,27.54,29.17,15.58,16.47,0.18,3.29,13.00,6.07,0.21,2.95,2.58,0.11,1311.33,0.02,50.57,533.53,89.10,45.32,27.63,13.95,15.89,0.24,4.18,11.47,6.62,0.26,3.52,2.48,0.28,2936.06,0.00,616.62,430.65,157.00,91.71,37.67,24.21,21.84,0.32,3.72,17.80,11.15,0.30,4.11,6.42,0.07,1306.18,0.23,4.44,520.80,48.69,22.88,23.32,0.21,4.04,0.17,3.77,0.11,3.55,0.21,2.88,0.11,0.07,1308.47,0.02,56.94,522.77,63.75,35.04,24.09,2.25,5.19,0.20,4.10,0.89,5.47,0.25,3.51,1.36,1.22,0.72,458.40,
98.78,2906.18,2.07,0.48,424.50,33.01,14.66,15.03,3.14,3.76,0.20,0.90,2.66,31.80,16.58,14.60,0.48,15.57,2672.72,0.26,3.92,639.70,59.42,26.49,19.17,11.47,23.94,1.09,13.88,8.97,32.56,22.04,6.79,2.50,15.84,2663.36,0.03,38.56,571.88,105.53,54.44,31.35,16.27,15.89,0.11,1.87,13.91,6.22,0.99,2.47,2.36,15.74,2703.36,0.00,751.67,443.37,159.55,89.45,40.75,25.48,130.08,70.43,41.12,18.53,32.33,22.24,3.12,6.95,15.54,2671.89,0.12,8.27,542.39,48.75,20.18,24.40,0.14,1.89,0.07,1.75,0.07,3.04,0.11,2.61,0.07,15.83,2663.57,0.03,32.50,576.54,90.57,54.80,31.99,0.42,2.14,0.04,1.78,0.32,1.93,0.87,0.93,0.11,1.45,0.89,338.41,
100.00,2963.24,2.08,0.48,425.06,33.29,15.01,15.02,3.08,3.69,0.18,0.90,2.61,30.36,15.74,14.02,0.47,0.07,2906.96,0.23,4.33,540.01,61.10,25.35,30.01,3.63,23.97,6.50,15.92,1.55,32.99,22.75,6.65,2.08,0.09,1299.97,0.01,127.59,587.35,98.08,56.09,25.38,12.81,12.50,0.13,2.16,10.20,6.56,0.63,2.52,2.61,0.31,2925.93,0.00,705.43,428.68,150.33,85.26,37.31,23.90,122.93,64.73,40.41,17.79,31.49,22.78,2.79,6.11,0.05,2906.26,0.15,6.79,541.57,58.82,30.16,25.46,0.35,2.30,0.11,2.05,0.14,3.25,0.31,2.34,0.21,0.09,1307.21,0.01,140.11,535.41,48.10,18.89,25.70,0.95,2.27,0.11,1.53,0.63,2.16,0.78,0.93,0.32,1.30,0.79,445.25,
100.00,2970.90,2.06,0.48,423.10,33.32,15.04,15.06,3.03,3.66,0.19,0.89,2.58,26.02,18.17,7.31,0.46,0.07,2983.11,0.21,4.69,592.69,70.26,33.22,22.14,12.88,51.31,16.39,24.09,10.84,26.90,17.44,6.41,2.04,0.09,1326.77,0.01,90.23,592.80,106.52,67.36,24.67,11.03,59.40,28.16,23.14,8.10,26.30,16.24,5.97,2.94,0.32,2950.45,0.00,760.80,440.62,157.62,89.82,40.54,22.89,108.23,56.06,35.21,16.95,48.78,38.47,4.90,5.93,0.04,2985.62,0.14,7.01,522.86,41.84,14.29,24.15,0.49,7.24,1.54,5.56,0.14,22.40,16.35,4.90,0.35,0.09,1318.36,0.15,6.85,557.64,93.61,60.99,28.29,0.74,12.28,4.18,7.62,0.47,25.27,19.65,4.50,0.27,1.29,0.80,582.19,
