
AMDuProfPcm Report

System:,Family(0x17) Model(0x1) Stepping(0x2)
Number of sockets:,2
Number of nodes(die):,8
Number of core complexes(CCX):,16
Number of physical cores:,48
Number of logical cores (threads) :,96
SMT Enabled:,True
Number of logical cores sharing L3:,6

CPU Topology:
Socket, Die, CCX, Core(s)
0,0,0, 0 1 2 48 49 50
0,0,1, 3 4 5 51 52 53
0,1,2, 6 7 8 54 55 56
0,1,3, 9 10 11 57 58 59
0,2,4, 12 13 14 60 61 62
0,2,5, 15 16 17 63 64 65
0,3,6, 18 19 20 66 67 68
0,3,7, 21 22 23 69 70 71
1,4,8, 24 25 26 72 73 74
1,4,9, 27 28 29 75 76 77
1,5,10, 30 31 32 78 79 80
1,5,11, 33 34 35 81 82 83
1,6,12, 36 37 38 84 85 86
1,6,13, 39 40 41 87 88 89
1,7,14, 42 43 44 90 91 92
1,7,15, 45 46 47 93 94 95

P0 state frequency (MHz):,2000.000000
Measured DF Frequency (MHz):,629.542542
Sampling interval (ms):,1000
Version:,3.2.228

IPC    : Instructions Per CPU Cycle
CPI    : CPU Cycles Per Instructions
pti    : Per Thousand Instructions
ptc    : Per Thousand CPU Cycles

Core-6 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-7 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-8 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-54 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-55 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,Core-56 (ccx-2 die-1 pkg-0),,,,,,,,,,,,,,,,,CCX-2(die-1 pkg-0),,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),DC Access (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access (pti),L3 Miss (pti),Ave L3 Miss Latency,
0.14,1198.77,0.27,3.70,564.69,84.93,33.74,24.23,22.88,105.71,57.84,29.63,18.24,56.20,37.38,12.36,4.63,0.99,1199.61,0.48,2.09,526.92,99.45,36.84,42.39,18.36,93.63,45.94,35.46,12.22,52.27,30.55,14.33,6.14,0.12,1198.73,0.04,26.06,560.82,82.28,40.11,36.80,1.77,31.68,23.64,6.69,1.35,14.49,11.69,2.79,0.43,0.13,1199.01,0.32,3.14,580.43,74.62,35.48,34.03,0.57,87.21,51.02,35.82,0.37,47.46,33.88,11.57,0.20,0.12,1199.05,0.06,17.30,539.92,76.05,26.52,42.83,2.71,47.84,14.10,32.02,1.73,48.21,29.18,16.09,0.99,0.28,1200.16,0.04,28.14,570.95,104.38,40.13,35.80,24.78,160.97,112.07,32.25,16.64,74.06,52.09,12.35,8.14,36.60,17.20,285.32,
0.16,1198.77,0.29,3.42,555.62,95.45,39.77,28.91,23.06,20.66,0.18,1.97,18.51,8.01,1.54,1.76,4.55,1.03,1199.87,0.43,2.35,618.82,134.29,68.40,44.88,16.45,30.80,1.09,18.99,10.72,59.24,30.75,21.69,5.73,0.11,1198.93,0.33,3.04,558.68,82.12,41.74,36.68,0.11,2.26,0.11,2.12,0.04,7.47,5.90,1.44,0.07,0.13,1198.66,0.31,3.21,538.35,76.39,30.94,40.63,0.84,2.65,0.16,1.86,0.64,4.18,1.45,2.15,0.20,0.12,1198.28,0.10,10.20,544.66,81.76,36.09,40.12,1.55,3.81,0.11,2.57,1.13,3.95,1.97,1.63,0.42,0.29,1199.49,0.24,4.10,550.80,80.32,41.96,31.22,3.63,20.94,2.23,16.21,2.51,29.91,18.26,9.64,1.12,71.87,17.80,287.37,
0.13,1199.00,0.24,4.16,555.93,94.34,37.68,32.93,20.03,36.80,11.36,10.21,15.23,58.53,39.86,12.00,4.80,0.93,1199.66,0.49,2.04,521.00,96.33,34.83,42.46,17.27,31.28,0.53,19.50,11.25,58.66,28.66,22.79,6.02,0.11,1199.22,0.14,7.24,638.81,108.42,60.28,40.75,1.10,34.35,25.79,7.70,0.85,13.59,10.66,2.87,0.25,0.12,1198.83,0.28,3.59,571.01,86.79,40.89,41.10,0.56,66.56,37.62,28.69,0.25,28.86,18.93,8.07,0.32,0.11,1201.19,0.08,13.27,563.35,85.17,40.53,40.07,0.25,40.74,14.64,25.89,0.21,27.30,17.93,8.42,0.04,0.17,1198.00,0.34,2.92,602.49,147.31,79.78,40.25,21.57,98.62,63.08,21.06,14.48,69.62,47.05,14.02,7.09,24.95,9.00,286.25,
0.13,1200.48,0.30,3.33,540.85,80.31,28.76,31.61,17.31,13.51,0.09,1.74,11.68,9.05,1.58,1.67,5.63,1.00,1199.50,0.44,2.26,615.45,133.93,67.06,45.25,17.31,33.68,2.38,19.92,11.39,58.97,29.34,22.56,5.93,0.11,1197.81,0.37,2.72,552.34,90.68,32.68,38.69,15.81,12.60,0.27,2.11,10.22,12.90,5.33,2.07,5.59,0.12,1199.23,0.39,2.57,553.08,71.81,24.49,39.83,4.60,5.14,0.16,2.26,2.72,5.74,1.34,2.06,1.88,0.11,1197.23,0.12,8.25,537.06,98.79,32.39,40.80,22.53,18.52,0.02,3.04,15.45,11.05,2.12,1.86,7.07,0.15,1199.21,0.26,3.85,547.32,91.24,35.27,33.39,18.96,29.73,2.87,15.53,11.32,38.38,19.47,10.38,7.63,51.27,12.68,289.05,
0.15,1197.50,0.26,3.78,562.37,105.94,42.94,38.04,21.65,18.68,0.14,2.13,16.41,8.75,1.49,1.86,5.24,0.97,1199.69,0.50,2.01,521.97,96.40,33.84,43.56,17.27,30.92,0.65,18.83,11.44,59.27,29.32,23.18,5.82,0.12,1199.85,0.37,2.70,533.75,80.15,30.45,39.62,7.93,9.15,-0.07,2.23,6.99,7.66,4.36,2.07,0.93,0.12,1199.34,0.36,2.82,541.37,108.19,31.85,46.01,27.41,27.05,3.35,2.80,20.90,10.44,1.76,2.34,6.51,0.13,1199.21,0.08,11.95,543.92,109.45,35.19,44.30,26.09,20.29,0.00,2.57,17.71,12.20,2.15,1.79,8.38,0.18,1200.02,0.34,2.90,635.07,176.94,109.02,39.24,22.43,29.15,1.00,12.54,15.61,38.36,13.67,17.44,6.82,24.80,9.36,283.89,
0.14,1199.01,0.32,3.15,542.53,92.03,30.31,34.95,23.54,22.11,0.32,2.60,19.18,8.01,1.83,1.67,4.35,0.84,1199.68,0.46,2.18,530.80,106.44,41.26,44.23,18.89,30.67,0.74,18.32,11.62,57.74,27.84,21.64,7.27,0.29,1199.36,0.24,4.25,697.43,164.15,91.90,47.60,17.96,33.68,1.60,20.31,11.77,56.64,26.84,22.40,6.19,0.12,1200.23,0.31,3.25,543.28,73.79,28.92,40.48,0.98,2.41,0.11,1.65,0.64,4.47,1.45,2.15,0.34,0.12,1200.69,0.12,8.45,536.27,82.17,33.37,43.08,2.54,4.30,0.00,2.30,1.99,4.18,1.74,1.81,0.54,0.22,1198.79,0.30,3.29,656.99,78.18,32.08,23.94,19.73,16.86,0.02,2.11,14.72,8.79,1.10,2.20,5.01,33.89,8.74,284.98,
0.12,1200.57,0.31,3.24,533.31,64.80,28.98,30.76,2.33,28.96,8.62,18.37,1.96,45.56,31.25,12.33,0.37,0.37,1199.67,0.39,2.58,605.00,111.30,62.52,42.73,1.73,29.21,5.68,22.25,1.28,50.35,29.20,19.49,0.45,0.87,1199.66,0.43,2.33,636.23,124.54,69.23,47.43,2.87,76.76,39.62,34.94,2.20,43.58,27.13,14.52,0.68,0.10,1197.10,0.35,2.83,536.51,67.32,25.09,37.14,1.51,48.22,24.55,22.48,1.19,37.58,23.89,11.91,0.31,0.12,1197.18,0.25,4.03,557.86,80.65,32.85,42.06,1.89,48.37,30.57,16.24,1.57,46.90,36.99,7.73,0.32,0.10,1198.44,0.11,8.81,562.76,94.44,32.81,34.12,22.55,127.31,97.10,25.95,4.26,81.69,52.11,9.93,18.28,67.06,14.87,288.95,
2.55,2114.63,0.18,5.46,530.33,91.28,35.20,27.93,24.10,20.23,0.30,1.83,18.10,9.83,1.99,1.67,6.00,2.87,2057.78,0.24,4.15,527.07,101.11,38.49,41.35,18.24,31.41,1.61,18.16,11.64,57.69,28.09,21.55,6.59,3.46,1991.73,0.39,2.59,633.14,141.31,71.51,45.51,18.82,34.64,1.87,20.05,12.72,56.90,26.63,22.78,6.10,2.69,2064.75,0.16,6.31,578.90,85.61,39.60,33.71,7.99,6.59,0.16,1.70,4.74,7.21,1.48,2.12,3.26,2.61,2103.60,0.09,10.92,536.61,87.61,35.61,41.02,7.19,6.59,-0.11,2.15,4.55,6.23,1.74,1.81,2.64,3.33,2248.87,0.08,13.07,561.64,89.00,40.51,24.19,17.96,44.83,11.85,22.47,10.51,36.61,21.21,6.04,7.45,71.43,20.26,630.57,
0.12,1799.82,0.23,4.29,550.76,98.47,43.40,29.77,20.51,42.67,16.63,9.98,16.06,51.25,34.09,11.62,4.45,0.30,1857.97,0.25,4.07,565.01,118.01,55.32,40.73,18.08,39.77,6.67,21.58,11.53,57.27,29.04,20.24,6.55,0.84,1265.62,0.41,2.45,680.90,159.27,86.39,46.76,19.22,32.65,0.62,19.04,12.99,58.33,27.29,23.31,6.23,0.11,1588.53,0.24,4.15,605.06,92.16,46.47,39.87,0.83,2.43,0.11,1.78,0.54,5.03,2.18,2.50,0.29,0.09,1645.29,0.11,8.72,569.89,88.56,49.89,33.25,1.62,3.60,-0.07,2.58,1.08,4.69,2.09,1.98,0.54,0.19,1260.38,0.29,3.44,617.82,163.23,107.14,36.80,12.14,22.75,9.20,4.69,8.86,17.94,10.25,4.13,3.28,96.27,20.52,291.85,
0.18,1199.06,0.31,3.23,569.94,122.18,46.91,39.38,30.88,25.89,0.76,2.80,22.34,17.68,7.22,2.27,8.53,0.38,1199.50,0.38,2.65,618.39,134.12,63.61,44.68,20.75,40.33,5.99,21.19,13.15,56.20,28.08,19.33,7.60,0.70,1199.42,0.43,2.35,563.53,95.28,44.52,42.86,3.80,5.00,0.05,2.16,2.79,6.14,2.95,1.91,1.01,0.34,1199.58,0.38,2.65,698.24,170.34,85.40,49.08,28.97,44.02,1.77,20.87,21.38,58.38,26.25,23.31,7.59,0.14,1199.11,0.30,3.32,588.87,123.47,48.74,46.39,22.84,18.58,0.07,2.59,15.92,10.79,1.90,1.97,6.92,0.33,1200.36,0.30,3.35,665.02,194.92,123.94,37.92,25.77,59.86,20.51,21.83,17.52,34.10,13.22,11.56,8.25,100.33,17.39,289.64,
0.22,1199.35,0.09,11.05,544.43,86.72,27.39,36.29,20.09,18.45,0.80,3.16,14.48,14.91,6.97,2.32,5.60,0.39,1199.59,0.38,2.64,613.59,129.84,61.91,44.77,18.49,39.32,6.12,21.29,11.91,55.44,28.38,19.26,6.57,0.12,1198.95,0.34,2.98,561.84,93.33,45.51,41.39,1.85,3.19,-0.09,2.07,1.21,4.04,1.49,1.85,0.64,0.97,1199.65,0.38,2.60,663.08,144.70,73.03,47.86,18.37,34.82,1.65,20.97,12.19,57.05,26.37,23.29,6.17,0.12,1199.30,0.27,3.75,542.80,79.19,28.21,45.42,1.77,4.43,0.09,3.03,1.31,4.56,2.12,1.76,0.46,0.23,1199.40,0.37,2.73,581.77,101.78,35.47,38.45,24.55,30.86,9.91,4.05,16.90,15.19,4.40,2.92,7.65,82.66,19.07,286.67,
0.12,1198.69,0.09,11.14,563.48,91.15,31.55,35.06,20.61,89.57,46.54,28.97,14.06,62.36,43.22,10.65,6.55,0.36,1199.48,0.39,2.58,623.51,134.20,64.84,45.35,19.07,42.45,7.21,22.94,12.29,58.39,30.95,19.35,6.78,0.11,1198.89,0.34,2.97,548.85,109.09,44.71,39.57,20.48,48.15,25.44,7.08,15.62,19.84,11.75,3.03,4.85,0.87,1199.66,0.44,2.29,659.11,144.80,73.23,46.89,19.18,103.22,51.39,38.74,13.09,48.81,28.30,13.11,6.08,0.10,1198.27,0.25,4.06,556.00,98.88,32.85,38.34,22.42,63.23,21.25,28.67,13.32,58.71,37.13,10.38,9.09,0.14,1199.06,0.35,2.90,587.10,95.06,38.48,30.67,22.77,119.90,76.40,27.18,16.32,66.03,45.31,12.91,6.46,84.58,17.23,293.75,
